/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-BB-01-01.npy|black beauty : the autobiography of a horse .~|0 2 3 4 5 6 7 8|1 4 4 1 7 7 4 1|amod punct det appos case det nmod punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP1-18-049.npy|thank you ; i am quite warm , very warm ; allow me to stay here a little while , and do have the goodness to hear me my third act .~|1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31|0 0 6 6 6 0 9 9 6 11 0 11 14 11 14 18 18 14 22 22 22 6 24 22 26 24 26 30 30 26 0|obj punct nsubj cop advmod parataxis punct advmod conj punct parataxis obj mark xcomp advmod det amod obl:npmod punct cc aux conj det obj mark acl iobj nmod:poss amod obj punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP1-18-050.npy|i have brought my book , and if you would but rehearse it with me , i should be so obliged !~|0 1 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21|2 2 4 2 20 20 9 9 20 11 20 11 14 11 20 20 20 20 20 2 2|nsubj aux nmod:poss obj punct cc mark nsubj advcl cc advcl obj case obl punct nsubj aux cop advmod conj punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP1-18-051.npy|i came here today intending to rehearse it with edmund , by ourselves against the evening , but he is not in the way .~|0 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24|1 1 1 1 6 4 6 9 6 6 12 6 15 15 6 23 23 23 23 23 23 23 1 1|nsubj advmod obl:tmod advcl mark xcomp obj case obl punct case obl case det obl punct cc nsubj cop advmod case det conj punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP1-18-052.npy|and if he were , i do not think i could go through it with him , till i have hardened myself a little ; for really there is a speech or two .~|0 1 2 3 4 5 6 7 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33|8 3 3 8 8 8 8 8 11 11 8 13 11 15 11 11 20 20 20 11 20 23 20 8 28 28 28 8 30 28 32 30 8|cc mark nsubj advcl punct nsubj aux advmod nsubj aux ccomp case obl case obl punct mark nsubj aux advcl obj det obl:npmod punct mark advmod expl advcl det nsubj cc conj punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP1-18-053.npy|you will be so good , won't you ?~|0 1 2 3 5 6 7 8 9|4 4 4 4 4 4 6 6 4|nsubj aux cop advmod punct parataxis advmod nsubj punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP1-18-054.npy|fanny was most civil in her assurances , though she could not give them in a very steady voice .~|0 1 2 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19|3 3 3 6 6 3 3 12 12 12 12 3 12 18 18 17 18 12 3|nsubj cop advmod case nmod:poss obl punct mark nsubj aux advmod advcl obj case det advmod amod obl punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP1-18-055.npy|have you ever happened to look at the part i mean , continued miss crawford , opening her book .~|0 1 2 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19|3 3 3 5 3 8 8 5 10 8 12 3 12 13 16 13 18 16 3|aux nsubj advmod mark xcomp case det obl nsubj acl:relcl punct parataxis xcomp obj punct advcl nmod:poss obj punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP1-18-056.npy|here it is .~|1 2 3|0 0 0|nsubj cop punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP1-18-057.npy|i did not think much of it at first but , upon my word .~|0 1 2 4 5 6 7 8 9 10 11 12 13 14|3 3 3 3 6 4 8 3 13 13 13 13 3 3|nsubj aux advmod obj case nmod case obl cc punct case nmod:poss obl punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP1-18-058.npy|there , look at that speech , and that , and that .~|0 1 3 4 5 6 7 8 9 10 11 12|2 2 5 5 2 8 8 5 11 11 8 2|advmod punct case det obl punct cc conj punct cc conj punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP1-18-059.npy|how am i ever to look him in the face and say such things ?~|1 2 3 4 5 6 7 8 9 10 11 12 13 14|0 5 5 5 0 5 9 9 5 11 5 13 11 0|cop nsubj advmod mark advcl obj case det obl cc conj amod obj punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP1-18-060.npy|could you do it ?~|0 1 3 4|2 2 2 2|aux nsubj obj punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP1-18-061.npy|but then he is your cousin , which makes all the difference .~|0 1 2 3 4 6 7 8 9 10 11 12|5 5 5 5 5 5 8 5 11 11 8 5|cc advmod nsubj cop nmod:poss punct nsubj acl:relcl det:predet det obj punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP1-18-062.npy|you must rehearse it with me , that i may fancy you , him , and get on by degrees .~|0 1 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20|2 2 2 5 2 2 10 10 10 2 10 13 10 16 16 10 16 19 16 2|nsubj aux obj case obl punct mark nsubj aux advcl obj punct conj punct cc conj compound:prt case obl punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP1-18-063.npy|you have a look of his sometimes .~|0 2 3 4 5 6 7|1 3 1 5 3 1 1|nsubj det obj case nmod advmod punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP1-18-064.npy|have i ?~|1 2|0 0|nsubj punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP1-18-065.npy|i will do my best with the greatest readiness ; but i must read the part , for i can say very little of it .~|0 1 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25|2 2 4 2 8 8 8 2 2 13 13 13 2 15 13 13 20 20 20 13 22 20 24 22 2|nsubj aux nmod:poss obj case det amod obl punct cc nsubj aux conj det obj punct mark nsubj aux advcl advmod obj case obl punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP1-18-066.npy|none of it , i suppose .~|1 2 3 4 5 6|2 0 0 5 0 0|case nmod punct nsubj parataxis punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP1-18-067.npy|you are to have the book , of course .~|0 2 3 4 5 6 7 8 9|1 3 1 5 3 3 3 7 1|nsubj mark xcomp det obj punct advmod fixed punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP1-18-068.npy|now for it .~|1 2 3|2 0 0|case obl punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP1-18-069.npy|we must have two chairs at hand for you to bring forward to the front of the stage .~|0 1 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18|2 2 4 2 6 2 10 10 10 2 10 14 14 10 17 17 14 2|nsubj aux nummod obj case obl mark nsubj mark advcl advmod case det obl case det nmod punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP1-18-070.npy|there , very good schoolroom chairs , not made for a theater , i dare say ; much more fitted for little girls to sit , and kick their feet against , when they are learning a lesson .~|0 1 2 3 4 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38|14 5 3 5 5 5 8 5 11 11 8 5 14 5 14 19 18 19 5 22 22 19 24 19 27 27 19 29 27 27 27 35 35 35 27 37 35 14|advmod punct advmod amod compound punct advmod acl case det obl punct nsubj parataxis ccomp punct advmod advmod parataxis case amod obl mark advcl punct cc conj nmod:poss obj obl punct mark nsubj aux advcl det obj punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP1-18-071.npy|what would your governess and your uncle say to see them used for such a purpose ?~|0 1 2 3 4 5 6 8 9 10 11 12 13 14 15 16|7 7 3 7 6 6 3 9 7 9 9 15 15 15 11 7|obj aux nmod:poss nsubj cc nmod:poss conj mark xcomp obj xcomp case det:predet det obl punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP1-18-072.npy|could sir thomas look in upon us just now , he would bless himself , for we are rehearsing all over the house .~|0 1 2 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23|3 3 1 3 6 3 8 3 3 12 12 3 12 12 18 18 18 12 22 22 22 18 3|aux nsubj flat advmod case obl advmod advmod punct nsubj aux parataxis obj punct mark nsubj aux advcl advmod case det obl punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP1-18-073.npy|yates is storming away in the dining room ; i heard him as i came upstairs , and the theater is engaged , of course , by those indefatigable rehearsers , agatha and frederick .~|0 1 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34|2 2 2 7 7 7 2 2 10 2 10 14 14 10 14 21 21 19 21 21 2 29 29 23 29 29 29 29 21 31 29 33 31 2|nsubj aux advmod case det compound obl punct nsubj parataxis obj mark nsubj advcl advmod punct cc det nsubj:pass aux:pass conj punct advmod fixed punct case det amod obl punct conj cc conj punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP1-18-074.npy|if they are not perfect , i shall be surprised .~|0 1 2 3 4 5 6 7 8 10|4 4 4 4 9 9 9 9 9 9|mark nsubj cop advmod advcl punct nsubj aux cop punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP1-18-075.npy|by the bye , i looked in upon them five minutes ago and it happened to be exactly at one of the times , when they were trying not to embrace , and mister rushworth was with me .~|0 1 2 3 4 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38|2 2 5 5 5 5 8 5 10 11 5 14 14 5 16 14 19 19 16 22 22 19 14 27 27 27 14 30 30 27 37 37 37 37 37 37 5 5|case det obl punct nsubj advmod case obl nummod obl:npmod advmod cc nsubj conj mark xcomp advmod case obl case det nmod punct mark nsubj aux advcl advmod mark xcomp punct cc nsubj nsubj cop case conj punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP1-18-076.npy|i thought he began to look a little queer , so i turned it off as well as i could by whispering to him , we shall have an excellent agatha ; there is something so maternal in her manner , so completely maternal in her voice and countenance .~|0 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49|1 3 1 5 3 7 8 5 12 12 12 1 12 12 12 15 19 19 15 21 12 23 21 1 27 27 1 30 30 27 1 33 1 33 36 34 39 39 36 43 43 43 33 46 46 43 48 46 1|nsubj nsubj ccomp mark xcomp det nmod:npmod xcomp punct advmod nsubj parataxis obj compound:prt advmod fixed mark nsubj advcl mark advcl case obl punct nsubj aux parataxis det amod obj punct expl parataxis nsubj advmod amod case nmod:poss obl punct advmod advmod parataxis case nmod:poss obl cc conj punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP1-18-077.npy|was not that well done of me ?~|0 1 2 3 5 6 7|4 4 4 4 6 4 4|cop advmod nsubj advmod case obl punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP1-18-078.npy|he brightened up directly .~|0 2 3 4|1 1 1 1|nsubj compound:prt advmod punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP1-18-079.npy|now , for my soliloquy .~|0 1 2 3 5|4 4 4 4 4|advmod punct case nmod:poss punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP1-18-080.npy|she began and fanny joined in with all the modest feeling , which the idea of representing edmund was so strongly calculated to inspire ; but with looks and voice so truly feminine , as to be no very good picture of a man .~|0 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44|1 4 4 1 4 10 10 10 10 4 10 21 14 21 16 14 16 21 20 21 1 23 21 27 27 27 21 29 27 32 32 27 27 40 40 40 40 39 40 27 43 43 40 1|nsubj cc nsubj conj obl case det:predet det amod obl punct nsubj:pass det nsubj:pass mark acl obj aux:pass advmod advmod parataxis mark advcl punct cc mark conj cc conj advmod advmod advmod punct mark mark cop det advmod amod advcl case det nmod punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP1-18-081.npy|with such an anhalt , however , miss crawford had courage enough ; and they had got through half the scene , when a tap at the door brought a pause , and the entrance of edmund the next moment suspended it all .~|0 1 2 3 4 5 6 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43|3 3 3 7 7 7 5 9 7 9 10 16 16 16 16 7 20 20 20 16 28 28 24 28 27 27 24 16 30 28 40 40 34 40 36 34 39 39 34 7 40 40 7|case det:predet det obl punct advmod punct nsubj ccomp obj amod punct cc nsubj aux conj case det:predet det obl punct mark det nsubj case det nmod advcl det obj punct cc det nsubj case nmod det amod nmod conj obj advmod punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP1-18-082.npy|surprise , consciousness , and pleasure appeared in each of the three on this unexpected meeting .~|0 1 2 3 4 5 7 8 9 10 11 12 13 14 15 16|6 2 0 5 5 0 8 6 11 11 8 15 15 15 11 6|nsubj punct conj punct cc conj case obl case det nmod case det amod nmod punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP1-18-083.npy|and as edmund was come on the very same business that had brought miss crawford , consciousness and pleasure were likely to be more than momentary in them .~|0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 21 22 23 24 25 26 27 28|20 4 4 4 20 9 9 8 9 4 12 12 9 12 12 20 20 18 16 20 23 23 20 25 23 27 25 20|cc mark nsubj aux advcl case det advmod amod obl nsubj aux acl:relcl xcomp obj punct nsubj cc conj cop mark cop xcomp case obl case obl punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP1-18-084.npy|he too had his book , and was seeking fanny to ask her to rehearse with him , and help him to prepare for the evening , without knowing miss crawford to be in the house .~|0 1 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36|2 2 4 2 8 8 8 2 8 11 8 11 14 11 16 14 19 19 11 19 22 19 25 25 22 19 28 19 28 29 32 35 35 35 29 2|nsubj advmod nmod:poss obj punct cc aux conj obj mark xcomp obj mark xcomp case obl punct cc conj obj mark xcomp case det obl punct mark advcl xcomp obj mark cop case det xcomp punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP1-18-085.npy|and great was the joy and animation of being thus thrown together , of comparing schemes , and sympathising in praise of fanny's kind offices .~|0 1 2 3 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26|18 4 4 4 6 4 10 10 10 4 10 14 14 10 14 18 18 10 20 18 25 25 22 25 20 4|cc nsubj cop det cc conj mark aux:pass advmod acl advmod punct mark advcl obj punct cc conj case obl case nmod:poss case amod nmod punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP1-18-086.npy|she could not equal them in their warmth .~|0 1 2 4 5 6 7 8|3 3 3 3 7 7 3 3|nsubj aux advmod obj case nmod:poss obl punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP1-18-087.npy|her spirits sank under the glow of theirs , and she felt herself becoming too nearly nothing to both to have any comfort in having been sought by either .~|0 1 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29|1 2 5 5 2 7 5 11 11 11 2 11 11 15 16 13 18 16 20 13 22 20 26 26 26 22 26 26 2|nmod:poss nsubj case det obl case nmod punct cc nsubj conj obj xcomp advmod advmod obj case nmod mark advcl det obj mark aux aux:pass acl obl advmod punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP1-18-088.npy|they must now rehearse together .~|0 1 2 4 5|3 3 3 3 3|nsubj aux advmod advmod punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP1-18-089.npy|edmund proposed , urged , entreated it , till the lady , not very unwilling at first , could refuse no longer , and fanny was wanted only to prompt , and observe them .~|0 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34|1 3 1 5 1 5 5 10 10 5 14 14 14 10 16 14 19 19 1 21 19 26 26 26 26 14 29 29 26 32 32 29 32 1|nsubj punct conj punct conj obj punct case det obl punct advmod advmod conj case obl punct aux conj advmod advmod punct cc nsubj:pass aux:pass conj advmod mark xcomp punct cc conj obj punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP1-18-091.npy|she believed herself to feel too much of it in the aggregate for honesty or safety in particulars .~|0 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18|1 1 4 1 6 4 8 6 11 11 4 13 11 15 13 17 11 1|nsubj obj mark xcomp advmod obj case obl case det obl case nmod cc conj case nmod punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP1-18-092.npy|to prompt them must be enough for her ; and it was sometimes more than enough ; for she could not always pay attention to the book .~|0 1 2 3 4 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27|1 5 1 5 5 7 5 5 13 13 13 13 5 15 13 5 22 22 22 22 22 5 22 26 26 22 5|mark csubj obj aux cop case obl punct cc nsubj cop advmod conj case obl punct mark nsubj aux advmod advmod advcl obj case det obl punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP1-18-093.npy|in watching them she forgot herself ; and agitated by the increasing spirit of edmund's manner , had once closed the page and turned away exactly as he wanted help .~|0 1 2 3 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31|1 4 1 4 4 8 8 20 12 12 12 8 16 16 14 12 20 20 20 4 22 20 24 20 24 29 29 29 24 29 4|mark advcl obj nsubj obj punct cc csubj case det amod obl case nmod:poss case nmod punct aux advmod conj det obj cc conj advmod advmod mark nsubj advcl obj punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP1-18-094.npy|it was imputed to very reasonable weariness , and she was thanked and pitied ; but she deserved their pity more than she hoped they would ever surmise .~|0 1 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28|2 2 6 5 6 2 11 11 11 11 2 13 11 2 17 17 2 19 17 17 23 23 20 27 27 27 23 2|nsubj:pass aux:pass case advmod amod obl punct cc nsubj:pass aux:pass conj cc conj punct cc nsubj conj nmod:poss obj advmod mark nsubj advcl nsubj aux advmod ccomp punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP1-18-096.npy|whatever might be its effect , however , she must stand the brunt of it again that very day .~|0 1 2 3 4 5 6 7 8 9 11 12 13 14 15 16 17 18 19|4 4 4 4 10 10 10 10 10 10 12 10 14 12 10 18 18 10 10|nsubj aux cop nmod:poss advcl punct advmod punct nsubj aux det obj case nmod advmod det amod obl:tmod punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP1-18-098.npy|there seemed a general diffusion of cheerfulness on the occasion .~|0 2 3 4 5 6 7 8 9 10|1 4 4 1 6 4 9 9 1 1|expl det amod nsubj case nmod case det obl punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP1-18-099.npy|tom was enjoying such an advance towards the end ; edmund was in spirits from the morning's rehearsal , and little vexations seemed everywhere smoothed away .~|0 1 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27|2 2 5 5 2 8 8 2 2 13 13 13 2 18 16 18 16 13 23 23 22 23 2 25 23 25 2|nsubj aux det:predet det obj case det obl punct nsubj cop case parataxis case det nmod:poss case nmod punct cc amod nsubj conj advmod xcomp advmod punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP1-18-101.npy|they did not wait long for the crawfords , but there was no missus grant .~|0 1 2 4 5 6 7 8 9 10 11 12 13 14 15|3 3 3 3 7 7 3 11 11 11 3 14 14 11 3|nsubj aux advmod advmod case det obl punct cc expl conj det compound nsubj punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP1-18-102.npy|she could not come .~|0 1 2 4|3 3 3 3|nsubj aux advmod punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP1-18-103.npy|doctor grant , professing an indisposition , for which he had little credit with his fair sister-in-law , could not spare his wife .~|0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 25 26 27|24 24 24 24 5 3 5 8 10 10 5 12 10 16 16 16 10 16 20 20 16 24 24 24 26 24 24|nsubj nsubj punct csubj det obj punct case obl nsubj acl:relcl amod obj case nmod:poss amod obl punct case punct nmod punct aux advmod nmod:poss obj punct
